$type,id,operationType,vehicleId,naptanId,stationName,lineId,lineName,platformName,bearing,timestamp,timeToStation,currentLocation,towards,expectedArrival,timeToLive,modeName,timing.$type,timing.countdownServerAdjustment,timing.source,timing.insert,timing.read,timing.sent,timing.received,destinationNaptanId,destinationName,direction,api_fetch_time
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",-651713258,1,0,940GZZLUCSM,Chesham Underground Station,metropolitan,Metropolitan,North / South,,2025-11-27T11:25:54.2049791Z,670,Leaving Chorleywood,Check Front of Train,2025-11-27T11:37:04Z,2025-11-27T11:37:04Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T11:25:59.141Z,2025-11-27T11:25:54Z,0001-01-01T00:00:00,,,,2025-11-27 11:26:26
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",2080975234,1,440,940GZZLUNDN,Neasden Underground Station,metropolitan,Metropolitan,Southbound - Platform 4,,2025-11-27T11:25:54.2049791Z,249,Between Wembley Park and Neasden,Aldgate,2025-11-27T11:30:03Z,2025-11-27T11:30:03Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T11:26:00.915Z,2025-11-27T11:25:54Z,0001-01-01T00:00:00,940GZZLUALD,Aldgate Underground Station,,2025-11-27 11:26:26
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",-1464142986,1,432,940GZZLUESQ,Euston Square Underground Station,metropolitan,Metropolitan,Westbound - Platform 1,,2025-11-27T11:25:54.2049791Z,250,At Farringdon Platform 2,Watford,2025-11-27T11:30:04Z,2025-11-27T11:30:04Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T11:25:59.475Z,2025-11-27T11:25:54Z,0001-01-01T00:00:00,940GZZLUWAF,Watford Underground Station,inbound,2025-11-27 11:26:26
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",-651713241,1,0,940GZZLURSM,Ruislip Manor Underground Station,metropolitan,Metropolitan,Westbound - Platform 1,,2025-11-27T11:25:54.2049791Z,369,At West Harrow Platform 1,Uxbridge,2025-11-27T11:32:03Z,2025-11-27T11:32:03Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T11:26:01.667Z,2025-11-27T11:25:54Z,0001-01-01T00:00:00,940GZZLUUXB,Uxbridge Underground Station,inbound,2025-11-27 11:26:26
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",-1269432088,1,430,940GZZLUEAE,Eastcote Underground Station,metropolitan,Metropolitan,Westbound - Platform 1,,2025-11-27T11:25:54.2049791Z,1270,Left Neasden,Uxbridge,2025-11-27T11:47:04Z,2025-11-27T11:47:04Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T11:25:59.35Z,2025-11-27T11:25:54Z,0001-01-01T00:00:00,940GZZLUUXB,Uxbridge Underground Station,inbound,2025-11-27 11:26:26
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",-1938723284,1,0,940GZZLUNWH,Northwood Hills Underground Station,metropolitan,Metropolitan,Northbound - Platform 1,,2025-11-27T11:25:54.2049791Z,7,At Platform,Watford,2025-11-27T11:26:01Z,2025-11-27T11:26:01Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T11:26:01.283Z,2025-11-27T11:25:54Z,0001-01-01T00:00:00,940GZZLUWAF,Watford Underground Station,inbound,2025-11-27 11:26:26
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",1056464495,1,0,940GZZLUNHA,North Harrow Underground Station,metropolitan,Metropolitan,Southbound - Platform 2,,2025-11-27T11:25:54.2049791Z,1449,Between Chalfont & Latimer and Chorleywood,Aldgate,2025-11-27T11:50:03Z,2025-11-27T11:50:03Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T11:26:01.009Z,2025-11-27T11:25:54Z,0001-01-01T00:00:00,940GZZLUALD,Aldgate Underground Station,outbound,2025-11-27 11:26:26
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",286440347,1,0,940GZZLUCYD,Chorleywood Underground Station,metropolitan,Metropolitan,Northbound - Platform 1,,2025-11-27T11:25:54.2049791Z,310,Between Moor Park and Rickmansworth,Chesham,2025-11-27T11:31:04Z,2025-11-27T11:31:04Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T11:25:59.25Z,2025-11-27T11:25:54Z,0001-01-01T00:00:00,940GZZLUCSM,Chesham Underground Station,inbound,2025-11-27 11:26:26
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",1004097740,1,0,940GZZLURYL,Rayners Lane Underground Station,metropolitan,Metropolitan,Westbound - Platform 1,,2025-11-27T11:25:54.2049791Z,160,At West Harrow Platform 1,Uxbridge,2025-11-27T11:28:34Z,2025-11-27T11:28:34Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T11:26:01.387Z,2025-11-27T11:25:54Z,0001-01-01T00:00:00,940GZZLUUXB,Uxbridge Underground Station,inbound,2025-11-27 11:26:26
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",-597646629,1,0,940GZZLUUXB,Uxbridge Underground Station,metropolitan,Metropolitan,Eastbound - Platform 1,,2025-11-27T11:25:54.2049791Z,489,At Ruislip Platform 1,Uxbridge,2025-11-27T11:34:03Z,2025-11-27T11:34:03Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T11:26:01.97Z,2025-11-27T11:25:54Z,0001-01-01T00:00:00,940GZZLUUXB,Uxbridge Underground Station,,2025-11-27 11:26:26
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",1709412864,1,437,940GZZLUMGT,Moorgate Underground Station,metropolitan,Metropolitan,Eastbound - Platform 1,,2025-11-27T11:25:54.2049791Z,1029,Between Finchley Road and Baker Street,Aldgate,2025-11-27T11:43:03Z,2025-11-27T11:43:03Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T11:26:00.837Z,2025-11-27T11:25:54Z,0001-01-01T00:00:00,940GZZLUALD,Aldgate Underground Station,outbound,2025-11-27 11:26:26
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",1751250019,1,421,940GZZLUPNR,Pinner Underground Station,metropolitan,Metropolitan,Northbound - Platform 1,,2025-11-27T11:25:54.2049791Z,670,Between Wembley Park and Preston Road,Watford,2025-11-27T11:37:04Z,2025-11-27T11:37:04Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T11:26:01.336Z,2025-11-27T11:25:54Z,0001-01-01T00:00:00,940GZZLUWAF,Watford Underground Station,inbound,2025-11-27 11:26:26
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",340113714,1,0,940GZZLUCXY,Croxley Underground Station,metropolitan,Metropolitan,Northbound - Platform 1,,2025-11-27T11:25:54.2049791Z,610,At Northwood Hills Platform 1,Watford,2025-11-27T11:36:04Z,2025-11-27T11:36:04Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T11:25:59.298Z,2025-11-27T11:25:54Z,0001-01-01T00:00:00,940GZZLUWAF,Watford Underground Station,inbound,2025-11-27 11:26:26
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",-873265194,1,406,940GZZLUBST,Baker Street Underground Station,metropolitan,Metropolitan,Southbound - Platform 3,,2025-11-27T11:25:54.2049791Z,4,At Platform,Aldgate,2025-11-27T11:25:58Z,2025-11-27T11:25:58Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T11:25:58.927Z,2025-11-27T11:25:54Z,0001-01-01T00:00:00,940GZZLUALD,Aldgate Underground Station,outbound,2025-11-27 11:26:26
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",385661854,1,0,940GZZLUHGD,Hillingdon Underground Station,metropolitan,Metropolitan,Westbound - Platform 1,,2025-11-27T11:25:54.2049791Z,730,At West Harrow Platform 1,Uxbridge,2025-11-27T11:38:04Z,2025-11-27T11:38:04Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T11:26:00.272Z,2025-11-27T11:25:54Z,0001-01-01T00:00:00,940GZZLUUXB,Uxbridge Underground Station,inbound,2025-11-27 11:26:26
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",-1464693938,1,435,940GZZLUMGT,Moorgate Underground Station,metropolitan,Metropolitan,Westbound - Platform 2,,2025-11-27T11:25:54.2049791Z,969,At Farringdon Platform 1,Check Front of Train,2025-11-27T11:42:03Z,2025-11-27T11:42:03Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T11:26:00.837Z,2025-11-27T11:25:54Z,0001-01-01T00:00:00,,,,2025-11-27 11:26:26
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",-746086279,1,0,940GZZLUNOW,Northwood Underground Station,metropolitan,Metropolitan,Northbound - Platform 1,,2025-11-27T11:25:54.2049791Z,190,At Northwood Hills Platform 1,Watford,2025-11-27T11:29:04Z,2025-11-27T11:29:04Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T11:26:01.205Z,2025-11-27T11:25:54Z,0001-01-01T00:00:00,940GZZLUWAF,Watford Underground Station,inbound,2025-11-27 11:26:26
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",1276944316,1,430,940GZZLURSP,Ruislip Underground Station,metropolitan,Metropolitan,Westbound - Platform 1,,2025-11-27T11:25:54.2049791Z,1449,Left Neasden,Uxbridge,2025-11-27T11:50:03Z,2025-11-27T11:50:03Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T11:26:01.575Z,2025-11-27T11:25:54Z,0001-01-01T00:00:00,940GZZLUUXB,Uxbridge Underground Station,inbound,2025-11-27 11:26:26
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",1685572702,1,0,940GZZLUMPK,Moor Park Underground Station,metropolitan,Metropolitan,Northbound - Platform 3,,2025-11-27T11:25:54.2049791Z,309,At Northwood Hills Platform 1,Watford,2025-11-27T11:31:03Z,2025-11-27T11:31:03Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T11:26:00.716Z,2025-11-27T11:25:54Z,0001-01-01T00:00:00,940GZZLUWAF,Watford Underground Station,inbound,2025-11-27 11:26:26
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",-67354056,1,440,940GZZLUBST,Baker Street Underground Station,metropolitan,Metropolitan,Southbound - Platform 3,,2025-11-27T11:25:54.2049791Z,669,Between Wembley Park and Neasden,Aldgate,2025-11-27T11:37:03Z,2025-11-27T11:37:03Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T11:25:58.927Z,2025-11-27T11:25:54Z,0001-01-01T00:00:00,940GZZLUALD,Aldgate Underground Station,outbound,2025-11-27 11:26:26
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",-746413968,1,0,940GZZLUWHW,West Harrow Underground Station,metropolitan,Metropolitan,Northbound - Platform 1,,2025-11-27T11:25:54.2049791Z,8,At Platform,Uxbridge,2025-11-27T11:26:02Z,2025-11-27T11:26:02Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T11:26:02.321Z,2025-11-27T11:25:54Z,0001-01-01T00:00:00,940GZZLUUXB,Uxbridge Underground Station,inbound,2025-11-27 11:26:26
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",-738942487,1,423,940GZZLUBST,Baker Street Underground Station,metropolitan,Metropolitan,Northbound - Platform 1,,2025-11-27T11:25:54.2049791Z,429,Between Willesden Green and Finchley Road,Check Front of Train,2025-11-27T11:33:03Z,2025-11-27T11:33:03Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T11:25:58.927Z,2025-11-27T11:25:54Z,0001-01-01T00:00:00,940GZZLUBST,Baker Street Underground Station,,2025-11-27 11:26:26
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",606600658,1,0,940GZZLUAMS,Amersham Underground Station,metropolitan,Metropolitan,Northbound - Platform 1,,2025-11-27T11:25:54.2049791Z,489,Leaving Chorleywood,Check Front of Train,2025-11-27T11:34:03Z,2025-11-27T11:34:03Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T11:25:58.642Z,2025-11-27T11:25:54Z,0001-01-01T00:00:00,,,,2025-11-27 11:26:26
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",-1939247582,1,0,940GZZLUHOH,Harrow-on-the-Hill Underground Station,metropolitan,Metropolitan,Southbound Fast - Platform 6,,2025-11-27T11:25:54.2049791Z,1090,At Croxley Platform 2,Check Front of Train,2025-11-27T11:44:04Z,2025-11-27T11:44:04Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T11:26:00.194Z,2025-11-27T11:25:54Z,0001-01-01T00:00:00,,,,2025-11-27 11:26:26
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",1183609141,1,436,940GZZLUKSX,King's Cross St. Pancras Underground Station,metropolitan,Metropolitan,Eastbound - Platform 2,,2025-11-27T11:25:54.2049791Z,70,Between Euston Square and Kings Cross St. Pancras,Aldgate,2025-11-27T11:27:04Z,2025-11-27T11:27:04Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T11:26:00.496Z,2025-11-27T11:25:54Z,0001-01-01T00:00:00,940GZZLUALD,Aldgate Underground Station,outbound,2025-11-27 11:26:26
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",1277861823,1,430,940GZZLUWYP,Wembley Park Underground Station,metropolitan,Metropolitan,Northbound - Platform 2,,2025-11-27T11:25:54.2049791Z,370,Left Neasden,Uxbridge,2025-11-27T11:32:04Z,2025-11-27T11:32:04Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T11:26:02.243Z,2025-11-27T11:25:54Z,0001-01-01T00:00:00,940GZZLUUXB,Uxbridge Underground Station,inbound,2025-11-27 11:26:26
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",-759856284,1,434,940GZZLUGPS,Great Portland Street Underground Station,metropolitan,Metropolitan,Westbound - Platform 1,,2025-11-27T11:25:54.2049791Z,909,At Aldgate Platform 3,Uxbridge,2025-11-27T11:41:03Z,2025-11-27T11:41:03Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T11:25:59.829Z,2025-11-27T11:25:54Z,0001-01-01T00:00:00,940GZZLUUXB,Uxbridge Underground Station,inbound,2025-11-27 11:26:26
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",-1944818130,1,450,940GZZLUHOH,Harrow-on-the-Hill Underground Station,metropolitan,Metropolitan,Northbound Fast - Platform 3,,2025-11-27T11:25:54.2049791Z,249,At Preston Road,Uxbridge,2025-11-27T11:30:03Z,2025-11-27T11:30:03Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T11:26:00.194Z,2025-11-27T11:25:54Z,0001-01-01T00:00:00,940GZZLUUXB,Uxbridge Underground Station,inbound,2025-11-27 11:26:26
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",-602037545,1,450,940GZZLUUXB,Uxbridge Underground Station,metropolitan,Metropolitan,Eastbound - Platform 1,,2025-11-27T11:25:54.2049791Z,1329,At Preston Road,Uxbridge,2025-11-27T11:48:03Z,2025-11-27T11:48:03Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T11:26:01.97Z,2025-11-27T11:25:54Z,0001-01-01T00:00:00,940GZZLUUXB,Uxbridge Underground Station,,2025-11-27 11:26:26
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",1026433953,1,432,940GZZLUKSX,King's Cross St. Pancras Underground Station,metropolitan,Metropolitan,Westbound - Platform 1,,2025-11-27T11:25:54.2049791Z,160,At Farringdon Platform 2,Watford,2025-11-27T11:28:34Z,2025-11-27T11:28:34Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T11:26:00.496Z,2025-11-27T11:25:54Z,0001-01-01T00:00:00,940GZZLUWAF,Watford Underground Station,inbound,2025-11-27 11:26:26
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",-85056039,1,421,940GZZLUCXY,Croxley Underground Station,metropolitan,Metropolitan,Northbound - Platform 1,,2025-11-27T11:25:54.2049791Z,1450,Between Wembley Park and Preston Road,Watford,2025-11-27T11:50:04Z,2025-11-27T11:50:04Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T11:25:59.298Z,2025-11-27T11:25:54Z,0001-01-01T00:00:00,940GZZLUWAF,Watford Underground Station,inbound,2025-11-27 11:26:26
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",-1364292953,1,433,940GZZLUFYR,Finchley Road Underground Station,metropolitan,Metropolitan,Northbound - Platform 1,,2025-11-27T11:25:54.2049791Z,1089,At Aldgate Platform 2,Uxbridge,2025-11-27T11:44:03Z,2025-11-27T11:44:03Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T11:25:59.712Z,2025-11-27T11:25:54Z,0001-01-01T00:00:00,940GZZLUUXB,Uxbridge Underground Station,inbound,2025-11-27 11:26:26
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",-1161876075,1,437,940GZZLUGPS,Great Portland Street Underground Station,metropolitan,Metropolitan,Eastbound - Platform 2,,2025-11-27T11:25:54.2049791Z,429,Between Finchley Road and Baker Street,Aldgate,2025-11-27T11:33:03Z,2025-11-27T11:33:03Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T11:25:59.829Z,2025-11-27T11:25:54Z,0001-01-01T00:00:00,940GZZLUALD,Aldgate Underground Station,outbound,2025-11-27 11:26:26
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",2088053134,1,0,940GZZLUNDN,Neasden Underground Station,metropolitan,Metropolitan,Southbound - Platform 4,,2025-11-27T11:25:54.2049791Z,1569,Between Ickenham and Ruislip,Check Front of Train,2025-11-27T11:52:03Z,2025-11-27T11:52:03Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T11:26:00.915Z,2025-11-27T11:25:54Z,0001-01-01T00:00:00,,,,2025-11-27 11:26:26
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",-887486549,1,436,940GZZLUMGT,Moorgate Underground Station,metropolitan,Metropolitan,Eastbound - Platform 1,,2025-11-27T11:25:54.2049791Z,429,Between Euston Square and Kings Cross St. Pancras,Aldgate,2025-11-27T11:33:03Z,2025-11-27T11:33:03Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T11:26:00.837Z,2025-11-27T11:25:54Z,0001-01-01T00:00:00,940GZZLUALD,Aldgate Underground Station,outbound,2025-11-27 11:26:26
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",-2033555320,1,0,940GZZLUPNR,Pinner Underground Station,metropolitan,Metropolitan,Southbound - Platform 2,,2025-11-27T11:25:54.2049791Z,310,Approaching Northwood,Aldgate,2025-11-27T11:31:04Z,2025-11-27T11:31:04Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T11:26:01.336Z,2025-11-27T11:25:54Z,0001-01-01T00:00:00,940GZZLUALD,Aldgate Underground Station,outbound,2025-11-27 11:26:26
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",-1471771853,1,435,940GZZLUBST,Baker Street Underground Station,metropolitan,Metropolitan,Northbound - Platform 2,,2025-11-27T11:25:54.2049791Z,1629,At Farringdon Platform 1,Check Front of Train,2025-11-27T11:53:03Z,2025-11-27T11:53:03Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T11:25:58.927Z,2025-11-27T11:25:54Z,0001-01-01T00:00:00,,,,2025-11-27 11:26:26
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",1656943305,1,421,940GZZLUHOH,Harrow-on-the-Hill Underground Station,metropolitan,Metropolitan,Northbound Fast - Platform 3,,2025-11-27T11:25:54.2049791Z,369,Between Wembley Park and Preston Road,Watford,2025-11-27T11:32:03Z,2025-11-27T11:32:03Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T11:26:00.194Z,2025-11-27T11:25:54Z,0001-01-01T00:00:00,940GZZLUWAF,Watford Underground Station,inbound,2025-11-27 11:26:26
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",-1939182034,1,430,940GZZLUHOH,Harrow-on-the-Hill Underground Station,metropolitan,Metropolitan,Northbound Fast - Platform 3,,2025-11-27T11:25:54.2049791Z,789,Left Neasden,Uxbridge,2025-11-27T11:39:03Z,2025-11-27T11:39:03Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T11:26:00.194Z,2025-11-27T11:25:54Z,0001-01-01T00:00:00,940GZZLUUXB,Uxbridge Underground Station,inbound,2025-11-27 11:26:26
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",-873068632,1,406,940GZZLULVT,Liverpool Street Underground Station,metropolitan,Metropolitan,Eastbound - Platform 1,,2025-11-27T11:25:54.2049791Z,849,At Baker Street Platform 3,Aldgate,2025-11-27T11:40:03Z,2025-11-27T11:40:03Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T11:26:00.638Z,2025-11-27T11:25:54Z,0001-01-01T00:00:00,940GZZLUALD,Aldgate Underground Station,outbound,2025-11-27 11:26:26
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",1411041879,1,433,940GZZLUBBN,Barbican Underground Station,metropolitan,Metropolitan,Westbound - Platform 2,,2025-11-27T11:25:54.2049791Z,250,At Aldgate Platform 2,Uxbridge,2025-11-27T11:30:04Z,2025-11-27T11:30:04Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T11:25:59.063Z,2025-11-27T11:25:54Z,0001-01-01T00:00:00,940GZZLUUXB,Uxbridge Underground Station,inbound,2025-11-27 11:26:26
"Tfl.Api.Presentation.Entities.Prediction, Tfl.Api.Presentation.Entities",-1364227417,1,423,940GZZLUFYR,Finchley Road Underground Station,metropolitan,Metropolitan,Southbound - Platform 4,,2025-11-27T11:25:54.2049791Z,129,Between Willesden Green and Finchley Road,Baker Street,2025-11-27T11:28:03Z,2025-11-27T11:28:03Z,tube,"Tfl.Api.Presentation.Entities.PredictionTiming, Tfl.Api.Presentation.Entities",00:00:00,0001-01-01T00:00:00,0001-01-01T00:00:00,2025-11-27T11:25:59.712Z,2025-11-27T11:25:54Z,0001-01-01T00:00:00,940GZZLUBST,Baker Street Underground Station,outbound,2025-11-27 11:26:26
